Language	Concept	Value	Forms
AgamNyishi	Fifty one	ʧamŋo-le-kʰin	ʧamŋo-le-kʰin
AgamNyishi	Fifty two	ʧamŋo-le-ni	ʧamŋo-le-ni
AgamNyishi	Fifty three	ʧamŋo-le-om	ʧamŋo-le-om
AgamNyishi	Fifty four	ʧamŋo-le-pʰi	ʧamŋo-le-pʰi
AgamNyishi	Fifty five	ʧamŋo-le-ŋo	ʧamŋo-le-ŋo
AgamNyishi	Fifty six	ʧamŋo-le-kʰe	ʧamŋo-le-kʰe
AgamNyishi	Fifty seven	ʧamŋo-le-kɘn	ʧamŋo-le-kɘn
AgamNyishi	Fifty eight	ʧamŋo-le-pin	ʧamŋo-le-pin
AgamNyishi	Fifty nine	ʧamŋo-le-kʰja	ʧamŋo-le-kʰja
AgamNyishi	Sixty	ʧamkʰe	ʧamkʰe
AgamNyishi	Sixty one	ʧamkʰe-le-kʰin	ʧamkʰe-le-kʰin
AgamNyishi	Sixty two	ʧamkʰe-le-ni	ʧamkʰe-le-ni
AgamNyishi	Sixty three	ʧamkʰe-le-om	ʧamkʰe-le-om
AgamNyishi	Sixty four	ʧamkʰe-le-pʰi	ʧamkʰe-le-pʰi
AgamNyishi	Sixty five	ʧamkʰe-le-ŋo	ʧamkʰe-le-ŋo
AgamNyishi	Sixty six	ʧamkʰe-le-kʰe	ʧamkʰe-le-kʰe
AgamNyishi	Sixty seven	ʧamkʰe-le-kɘn	ʧamkʰe-le-kɘn
AgamNyishi	Sixty eight	ʧamkʰe-le-pin	ʧamkʰe-le-pin
AgamNyishi	Sixty nine	ʧamkʰe-le-kʰja	ʧamkʰe-le-kʰja
AgamNyishi	Seventy	ʧamkɘn	ʧamkɘn
AgamNyishi	Seventy one	ʧamkɘn-le-kʰin	ʧamkɘn-le-kʰin
AgamNyishi	Seventy two	ʧamkɘn-le-ni	ʧamkɘn-le-ni
AgamNyishi	Seventy three	ʧamkɘn-le-om	ʧamkɘn-le-om
AgamNyishi	Seventy four	ʧamkɘn-le-pʰi	ʧamkɘn-le-pʰi
AgamNyishi	Seventy five	ʧamkɘn-le-ŋo	ʧamkɘn-le-ŋo
AgamNyishi	Seventy six	ʧamkɘn-le-kʰe	ʧamkɘn-le-kʰe
AgamNyishi	Seventy seven	ʧamkɘn-le-kɘn	ʧamkɘn-le-kɘn
AgamNyishi	Seventy eight	ʧamkɘn-le-pin	ʧamkɘn-le-pin
AgamNyishi	Seventy nine	ʧamkɘn-le-kʰja	ʧamkɘn-le-kʰja
AgamNyishi	Eighty	ʧampin	ʧampin
AgamNyishi	Eighty one	ʧampin-le-kʰin	ʧampin-le-kʰin
AgamNyishi	Eighty two	ʧɑmpin-le-ni	ʧɑmpin-le-ni
AgamNyishi	Eighty three	ʧampin-le-om	ʧampin-le-om
AgamNyishi	Eighty four	ʧampin-le-pʰi	ʧampin-le-pʰi
AgamNyishi	Eighty five	ʧampin-le-ŋo	ʧampin-le-ŋo
AgamNyishi	Eighty six	ʧampin-le-kʰe	ʧampin-le-kʰe
AgamNyishi	Eighty seven	ʧampin-le-kɘn	ʧampin-le-kɘn
AgamNyishi	Eighty eight	ʧampin-le-pin	ʧampin-le-pin
AgamNyishi	Eighty nine	ʧampin-le-kʰja	ʧampin-le-kʰja
AgamNyishi	Ninety	ʧamkʰja	ʧamkʰja
AgamNyishi	Ninety one	ʧamkʰja-le-kʰin	ʧamkʰja-le-kʰin
AgamNyishi	Ninety two	ʧamkʰja-le-ni	ʧamkʰja-le-ni
AgamNyishi	Ninety three	ʧamkʰja-le-om	ʧamkʰja-le-om
AgamNyishi	Ninety four	ʧamkʰja-le-pʰi	ʧamkʰja-le-pʰi
AgamNyishi	Ninety five	ʧamkʰja-le-ŋo	ʧamkʰja-le-ŋo
AgamNyishi	Ninety six	ʧamkʰja-le-kʰe	ʧamkʰja-le-kʰe
AgamNyishi	Ninety seven	ʧamkʰja-le-kɘn	ʧamkʰja-le-kɘn
AgamNyishi	Ninety eight	ʧamkʰja-le-pin	ʧamkʰja-le-pin
AgamNyishi	Ninety nine	ʧamkʰja-le-kʰja	ʧamkʰja-le-kʰja
AgamNyishi	Hundred	ʧamɹeɘŋ	ʧamɹeɘŋ
AgamNyishi	Hundred	ləŋo	ləŋo
AgamNyishi	Thousand	ʤəɹgo	ʤəɹgo
AgamNyishi	Lakh	ʤəɹləŋ	ʤəɹləŋ
AgamNyishi	One Million	kinsɘɹkʰe	kinsɘɹkʰe
AgamNyishi	Crore	kinsɘɹkɘn	kinsɘɹkɘn
AgamNyishi	Billion	kinsɘɹkʰja	kinsɘɹkʰja
AgamNyishi	One hundred	ləŋ-kʰin	ləŋ-kʰin
AgamNyishi	Two hundred	ləŋ-ni	ləŋ-ni
AgamNyishi	Three hundred	ləŋ-om	ləŋ-om
AgamNyishi	Four hundred	ləŋ-pʰi	ləŋ-pʰi
AgamNyishi	Five hundred	ləŋ-ŋo	ləŋ-ŋo
AgamNyishi	Six hundred	ləŋ-kʰe	ləŋ-kʰe
AgamNyishi	Thousand	ʤɘɹ	ʤɘɹ
AgamNyishi	One thousand	ʤɘɹ-kʰin	ʤɘɹ-kʰin
AgamNyishi	Two thousand	ʤɘɹ-ni	ʤɘɹ-ni
AgamNyishi	Three thousand	ʤɘɹ-om	ʤɘɹ-om
AgamNyishi	Four thousand	ʤɘɹ-pʰi	ʤɘɹ-pʰi
AgamNyishi	Five thousand	ʤɘɹ-ŋo	ʤɘɹ-ŋo
AgamNyishi	Six thousand	ʤɘɹ-kʰe	ʤɘɹ-kʰe
AgamNyishi	One hundred twenty	ləŋ-le-ʧamni	ləŋ-le-ʧamni
AgamNyishi	One hundred eighty	ləŋ-le-ʧampin	ləŋ-le-ʧampin
AgamNyishi	Two hundred twenty one	ləŋ-le-ʧamni-le-kin	ləŋ-le-ʧamni-le-kin
AgamNyishi	Five hundred six	ləŋ-ŋo-le-kʰhe	ləŋ-ŋo-le-kʰhe
AgamNyishi	Three thousand forty eight	ʤɘɹ-om-le-ʧampi-le-pin	ʤɘɹ-om-le-ʧampi-le-pin
AgamNyishi	Six thousand nine hundred	ʤɘɹ-kʰe-le-ləŋ-kʰja	ʤɘɹ-kʰe-le-ləŋ-kʰja
AgamNyishi	Seven thousand four hundred twenty two	ʤɘɹ-kɘn-le-ləŋ-pʰi-le-ʧamni	ʤɘɹ-kɘn-le-ləŋ-pʰi-le-ʧamni
AgamNyishi	Six thousand eight	ʤɘɹ-kʰe-le-pin	ʤɘɹ-kʰe-le-pin
			
Apatani	One	aku	aku
Apatani	Two	ani	ani
Apatani	Three	hiŋɪ	hiŋɪ
Apatani	Four	pɘlɪ	pɘlɪ
Apatani	Five	jaŋoi	jaŋoi
Apatani	Six	χɘɪ	χɘɪ
Apatani	Seven	kənoi	kənoi
Apatani	Eight	piɲɪ	piɲɪ
Apatani	Nine	kuai	kuai
Apatani	Ten	aliaŋi	aliaŋi
Apatani	Eleven	aliaŋ-la-aku	aliaŋ-la-aku
Apatani	Twelve	aliaŋ-la-ani	aliaŋ-la-ani
Apatani	Thirteen	aliaŋ-la-hiŋɪ	aliaŋ-la-hiŋɪ
Apatani	Fourteen	aliaŋ-la-pɘlɪ	aliaŋ-la-pɘlɪ
Apatani	Fifteen	aliaŋ-la-leŋoi	aliaŋ-la-leŋoi
Apatani	Sixteen	aliaŋ-la-χɘɪ	aliaŋ-la-χɘɪ
Apatani	Seventeen	aliaŋ-la-kənoi	aliaŋ-la-kənoi
Apatani	Eighteen	aliaŋ-la-piɲɪ	aliaŋ-la-piɲɪ
Apatani	Nineteen	aliaŋ-la-kuai	aliaŋ-la-kuai
Apatani	Twenty	niχəɪ	niχəɪ
Apatani	Twenty One	niχəɪ-la-aku	niχəɪ-la-aku
Apatani	Twenty two	niχəɪ-la-ani	niχəɪ-la-ani
Apatani	Twenty three	niχəɪ-la-hiŋɪ	niχəɪ-la-hiŋɪ
Apatani	Twenty four	niχəɪ-la-pɘlɪ	niχəɪ-la-pɘlɪ
Apatani	Twenty five	niχəɪ-la-jaŋoi	niχəɪ-la-jaŋoi
Apatani	Twenty six	niχəɪ-la-χɘɪ	niχəɪ-la-χɘɪ
Apatani	Twenty seven	niχəɪ-la-kənoi	niχəɪ-la-kənoi
Apatani	Twenty eight	niχəɪ-la-piɲɪ	niχəɪ-la-piɲɪ
Apatani	Twenty nine	niχəɪ-la-kuai	niχəɪ-la-kuai
Apatani	Thirty	hikʰəi	hikʰəi
Apatani	Thirty one	hikʰəi-la-aku	hikʰəi-la-aku
Apatani	Thirty two	hikʰəi-la-ani	hikʰəi-la-ani
Apatani	Thirty three	hikʰəi-la-hiŋɪ	hikʰəi-la-hiŋɪ
Apatani	Thirty four	hikʰəi-la-pɘlɪ	hikʰəi-la-pɘlɪ
Apatani	Thirty five	hikʰəi-la-jaŋoi	hikʰəi-la-jaŋoi
Apatani	Thirty six	hikʰəi-la-χɘɪ	hikʰəi-la-χɘɪ
Apatani	Thirty seven	hikʰəi-la-kənoi	hikʰəi-la-kənoi
Apatani	Thirty eight	hikʰəi-la-piɲɪ	hikʰəi-la-piɲɪ
Apatani	Thirty nine	hikʰəi-la-kuai	hikʰəi-la-kuai
Apatani	Forty	aləmpɘlɪ	aləmpɘlɪ
Apatani	Forty one	aləmpɘlɪ-la-aku	aləmpɘlɪ-la-aku
Apatani	Forty two	aləmpɘlɪ-la-ani	aləmpɘlɪ-la-ani
Apatani	Forty three	aləmpɘlɪ-la-hiŋɪ	aləmpɘlɪ-la-hiŋɪ
Apatani	Forty four	aləmpɘlɪ-la-pɘlɪ	aləmpɘlɪ-la-pɘlɪ
Apatani	Forty five	aləmpɘlɪ-la-jaŋoi	aləmpɘlɪ-la-jaŋoi
Apatani	Forty six	aləmpɘlɪ-la-χɘɪ	aləmpɘlɪ-la-χɘɪ
Apatani	Forty seven	aləmpɘlɪ-la-kənoi	aləmpɘlɪ-la-kənoi
Apatani	Forty eight	aləmpɘlɪ-la-piɲɪ	aləmpɘlɪ-la-piɲɪ
Apatani	Forty nine	aləmpɘlɪ-la-kuai	aləmpɘlɪ-la-kuai
Apatani	Fifty	aliaŋoi	aliaŋoi
Apatani	Fifty one	aliaŋoi-la-aku	aliaŋoi-la-aku
Apatani	Fifty two	aliaŋoi-la-ani	aliaŋoi-la-ani
Apatani	Fifty three	aliaŋoi-la-hiŋɪ	aliaŋoi-la-hiŋɪ
Apatani	Fifty four	aliaŋoi-la-pɘlɪ	aliaŋoi-la-pɘlɪ
Apatani	Fifty five	aliaŋoi-la-jaŋoi	aliaŋoi-la-jaŋoi
Apatani	Fifty six	aliaŋoi-la-χɘɪ	aliaŋoi-la-χɘɪ
Apatani	Fifty seven	aliaŋoi-la-kənoi	aliaŋoi-la-kənoi
Apatani	Fifty eight	aliaŋoi-la-piɲɪ	aliaŋoi-la-piɲɪ
Apatani	Fifty nine	aliaŋoi-la-kuai	aliaŋoi-la-kuai
Apatani	Sixty	aliaŋhɘe	aliaŋhɘe
Apatani	Sixty one	aliaŋhɘe-la-aku	aliaŋhɘe-la-aku
Apatani	Sixty two	aliaŋhɘe-la-ani	aliaŋhɘe-la-ani
Apatani	Sixty three	aliaŋhɘe-la-hiŋɪ	aliaŋhɘe-la-hiŋɪ
Apatani	Sixty four	aliaŋhɘe-la-pɘlɪ	aliaŋhɘe-la-pɘlɪ
Apatani	Sixty five	aliaŋhɘe-la-jaŋoi	aliaŋhɘe-la-jaŋoi
Apatani	Sixty six	aliaŋhɘe-la-χɘɪ	aliaŋhɘe-la-χɘɪ
Apatani	Sixty seven	aliaŋhɘe-la-kənoi	aliaŋhɘe-la-kənoi
Apatani	Sixty eight	aliaŋhɘe-la-piɲɪ	aliaŋhɘe-la-piɲɪ
Apatani	Sixty nine	aliaŋhɘe-la-kuai	aliaŋhɘe-la-kuai
Apatani	Seventy	kənukʰəŋi	kənukʰəŋi
Apatani	Seventy one	kənukʰəŋi-la-aku	kənukʰəŋi-la-aku
Apatani	Seventy two	kənukʰəŋi-la-ani	kənukʰəŋi-la-ani
Apatani	Seventy three	kənukʰəŋi-la-hiŋɪ	kənukʰəŋi-la-hiŋɪ
Apatani	Seventy four	kənukʰəŋi-la-pɘlɪ	kənukʰəŋi-la-pɘlɪ
Apatani	Seventy five	kənukʰəŋi-la-jaŋoi	kənukʰəŋi-la-jaŋoi
Apatani	Seventy six	kənukʰəŋi-la-χɘɪ	kənukʰəŋi-la-χɘɪ
Apatani	Seventy seven	kənukʰəŋi-la-kənoi	kənukʰəŋi-la-kənoi
Apatani	Seventy eight	kənukʰəŋi-la-piɲɪ	kənukʰəŋi-la-piɲɪ
Apatani	Seventy nine	kənukʰəŋi-la-kuai	kənukʰəŋi-la-kuai
Apatani	Eighty	pinhəŋɪ	pinhəŋɪ
Apatani	Eighty one	pinhəŋɪ-la-aku	pinhəŋɪ-la-aku
Apatani	Eighty two	pinhəŋɪ-la-ani	pinhəŋɪ-la-ani
Apatani	Eighty three	pinhəŋɪ-la-hiŋɪ	pinhəŋɪ-la-hiŋɪ
Apatani	Eighty four	pinhəŋɪ-la-pɘlɪ	pinhəŋɪ-la-pɘlɪ
Apatani	Eighty five	pinhəŋɪ-la-jaŋoi	pinhəŋɪ-la-jaŋoi
Apatani	Eighty six	pinhəŋɪ-la-χɘɪ	pinhəŋɪ-la-χɘɪ
Apatani	Eighty seven	pinhəŋɪ-la-kənoi	pinhəŋɪ-la-kənoi
Apatani	Eighty eight	pinhəŋɪ-la-piɲɪ	pinhəŋɪ-la-piɲɪ
Apatani	Eighty nine	pinhəŋɪ-la-kuai	pinhəŋɪ-la-kuai
Apatani	Ninety	kuakʰəŋɪ	kuakʰəŋɪ
Apatani	Ninety one	kuakʰəŋɪ-la-aku	kuakʰəŋɪ-la-aku
Apatani	Ninety two	kuakʰəŋi-la-ani	kuakʰəŋi-la-ani
Apatani	Ninety three	kuakʰəŋi-la-hiŋɪ	kuakʰəŋi-la-hiŋɪ
Apatani	Ninety four	kuakʰəŋi-la-pɘlɪ	kuakʰəŋi-la-pɘlɪ
Apatani	Ninety five	kuakʰəŋi-la-jaŋoi	kuakʰəŋi-la-jaŋoi
Apatani	Ninety six	kuajʰəŋi-la-χɘɪ	kuajʰəŋi-la-χɘɪ
Apatani	Ninety seven	kuakʰəŋi-la-kənoi	kuakʰəŋi-la-kənoi
Apatani	Ninety eight	kuakʰəŋi-la-piɲɪ	kuakʰəŋi-la-piɲɪ
Apatani	Ninety nine	kuakʰəŋi-la-kuai	kuakʰəŋi-la-kuai
Apatani	Hundred	laŋɪ	laŋɪ
Apatani	Thousand	ʤaɹe	ʤaɹe
Apatani	Lakh	lai	lai
Apatani	One Million	-	-
Apatani	Crore	-	-
Apatani	Billion	-	-
Apatani	One hundred	laŋɪ	laŋɪ
Apatani	Two hundred	la-nɪ	la-nɪ
Apatani	Three hundred	la-hihe	la-hihe
Apatani	Four hundred	lam-pe	lam-pe
Apatani	Five hundred	la-ŋoi	la-ŋoi
Apatani	Six hundred	laŋ-χɪ	laŋ-χɪ
Apatani	One thousand	ʤaɹe	ʤaɹe
Apatani	Two thousand	ʤa-nɪ	ʤa-nɪ
Apatani	Three thousand	ʤaɹi	ʤaɹi
Apatani	Four thousand	ʤape	ʤape
Apatani	Five thousand	ʤa-ŋoi	ʤa-ŋoi
Apatani	Six thousand	ʤa-χɪ	ʤa-χɪ
Apatani	One hundred twenty	laŋɪ-la-nikʰəe	laŋɪ-la-nikʰəe
Apatani	One hundred eighty	laŋɪ-la-pinkʰəŋɪ	laŋɪ-la-pinkʰəŋɪ
Apatani	Two hundred twenty one	la-nɪ-la-nikʰəe-la-aku	la-nɪ-la-nikʰəe-la-aku
Apatani	Five hundred six	la-ŋoi-la-kʰəe	la-ŋoi-la-kʰəe
Apatani	Three thousand forty eight	ʤa-ɹi-la-aləmpɘlɪ-la-piɲɪ	ʤa-ɹi-la-aləmpɘlɪ-la-piɲɪ
Apatani	Six thousand nine hundred	ʤa-χɪ-la-laŋ-kuai	ʤa-χɪ-la-laŋ-kuai
Apatani	Seven thousand four hundred twenty two	ʤa-kənoi-la-lam-pe-la-nikʰəe-la-ani	ʤa-kənoi-la-lam-pe-la-nikʰəe-la-ani
Apatani	Six thousand eight	ʤa-χɪ-la-piɲɪ	ʤa-χɪ-la-piɲɪ
			
Galo	One	aken	aken
Galo	Two	ani	ani
Galo	Three	auom	auom
Galo	Four	api	api
Galo	Five	aŋo	aŋo
Galo	Six	akɘ	akɘ
Galo	Seven	kanɘ	kanɘ
Galo	Eight	pinɘ	pinɘ
Galo	Nine	keŋə	keŋə
Galo	Ten	ɘɹɘ	ɘɹɘ
Galo	Eleven	ɘɹɘ-gola-aken	ɘɹɘ-gola-aken
Galo	Twelve	ɘɹɘ-gola-ani	ɘɹɘ-gola-ani
Galo	Thirteen	ɘɹɘ-gola-auom	ɘɹɘ-gola-auom
Galo	Fourteen	ɘɹɘ-gola-api	ɘɹɘ-gola-api
Galo	Fifteen	ɘɹɘ-gola-aŋo	ɘɹɘ-gola-aŋo
Galo	Sixteen	ɘɹɘ-gola-akɘ	ɘɹɘ-gola-akɘ
Galo	Seventeen	ɘɹɘ-gola-kanɘ	ɘɹɘ-gola-kanɘ
Galo	Eighteen	ɘɹɘ-gola-pinɘ	ɘɹɘ-gola-pinɘ
Galo	Nineteen	ɘɹɘ-gola-keŋə	ɘɹɘ-gola-keŋə
Galo	Twenty	ʧami	ʧami
Galo	Twenty One	ʧami-gola-aken	ʧami-gola-aken
Galo	Twenty two	ʧami-gola-ani	ʧami-gola-ani
Galo	Twenty three	ʧami-gola-auom	ʧami-gola-auom
Galo	Twenty four	ʧami-gola-api	ʧami-gola-api
Galo	Twenty five	ʧami-gola-aŋo	ʧami-gola-aŋo
Galo	Twenty six	ʧami-gola-akɘ	ʧami-gola-akɘ
Galo	Twenty seven	ʧami-gola-kanɘ	ʧami-gola-kanɘ
Galo	Twenty eight	ʧami-gola-pinɘ	ʧami-gola-pinɘ
Galo	Twenty nine	ʧami-gola-keŋə	ʧami-gola-keŋə
Galo	Thirty	ʧamum	ʧamum
Galo	Thirty one	ʧamum-gola-aken	ʧamum-gola-aken
Galo	Thirty two	ʧamum-gola-ani	ʧamum-gola-ani
Galo	Thirty three	ʧamum-gola-auom	ʧamum-gola-auom
Galo	Thirty four	ʧamum-gola-api	ʧamum-gola-api
Galo	Thirty five	ʧamum-gola-aŋo	ʧamum-gola-aŋo
Galo	Thirty six	ʧamum-gola-akɘ	ʧamum-gola-akɘ
Galo	Thirty seven	ʧamum-gola-kanɘ	ʧamum-gola-kanɘ
Galo	Thirty eight	ʧamum-gola-pinɘ	ʧamum-gola-pinɘ
Galo	Thirty nine	ʧamum-gola-keŋə	ʧamum-gola-keŋə
Galo	Forty	ʧampi	ʧampi
Galo	Forty one	ʧampi-hola-aken	ʧampi-hola-aken
Galo	Forty two	ʧampi-gola-ani	ʧampi-gola-ani
Galo	Forty three	ʧampi-gola-auom	ʧampi-gola-auom
Galo	Forty four	ʧampi-gola-api	ʧampi-gola-api
Galo	Forty five	ʧampi-gola-aŋo	ʧampi-gola-aŋo
Galo	Forty six	ʧampi-gola-akɘ	ʧampi-gola-akɘ
Galo	Forty seven	ʧampi-gola-kanɘ	ʧampi-gola-kanɘ
Galo	Forty eight	ʧampi-gola-pinɘ	ʧampi-gola-pinɘ
Galo	Forty nine	ʧampi-gola-keŋə	ʧampi-gola-keŋə
Galo	Fifty	ʧamŋo	ʧamŋo
Galo	Fifty one	ʧamŋo-gola-aken	ʧamŋo-gola-aken
Galo	Fifty two	ʧamŋo-gola-ani	ʧamŋo-gola-ani
Galo	Fifty three	ʧamŋo-gola-auom	ʧamŋo-gola-auom
Galo	Fifty four	ʧamŋo-gola-api	ʧamŋo-gola-api
Galo	Fifty five	ʧamŋo-gola-aŋo	ʧamŋo-gola-aŋo
Galo	Fifty six	ʧamŋo-gola-akɘ	ʧamŋo-gola-akɘ
Galo	Fifty seven	ʧamŋo-gola-kanɘ	ʧamŋo-gola-kanɘ
Galo	Fifty eight	ʧamŋo-gola-pinɘ	ʧamŋo-gola-pinɘ
Galo	Fifty nine	ʧamŋo-gola-keŋə	ʧamŋo-gola-keŋə
Galo	Sixty	ʧamkɘ	ʧamkɘ
Galo	Sixty one	ʧamkɘ-gola-aken	ʧamkɘ-gola-aken
Galo	Sixty two	ʧamkɘ-gola-ani	ʧamkɘ-gola-ani
Galo	Sixty three	ʧamkɘ-gola-auom	ʧamkɘ-gola-auom
Galo	Sixty four	ʧamkɘ-gola-api	ʧamkɘ-gola-api
Galo	Sixty five	ʧamkɘ-gola-aŋo	ʧamkɘ-gola-aŋo
Galo	Sixty six	ʧamkɘ-gola-akɘ	ʧamkɘ-gola-akɘ
Galo	Sixty seven	ʧamkɘ-gola-kanɘ	ʧamkɘ-gola-kanɘ
Galo	Sixty eight	ʧamkɘ-gola-pinɘ	ʧamkɘ-gola-pinɘ
Galo	Sixty nine	ʧamkɘ-gola-keŋə	ʧamkɘ-gola-keŋə
Galo	Seventy	aʧamkanɘ	aʧamkanɘ
Galo	Seventy one	aʧamkanɘ-gola-aken	aʧamkanɘ-gola-aken
Galo	Seventy two	aʧamkanɘ-gola-ani	aʧamkanɘ-gola-ani
Galo	Seventy three	aʧamkanɘ-gola-auom	aʧamkanɘ-gola-auom
Galo	Seventy four	aʧamkanɘ-gola-api	aʧamkanɘ-gola-api
Galo	Seventy five	aʧamkanɘ-gola-aŋo	aʧamkanɘ-gola-aŋo
Galo	Seventy six	aʧamkanɘ-gola-akɘ	aʧamkanɘ-gola-akɘ
Galo	Seventy seven	aʧamkanɘ-gola-kanɘ	aʧamkanɘ-gola-kanɘ
Galo	Seventy eight	aʧamkanɘ-gola-pinɘ	aʧamkanɘ-gola-pinɘ
Galo	Seventy nine	aʧamkanɘ-gola-keŋə	aʧamkanɘ-gola-keŋə
Galo	Eighty	aʧampinɘ	aʧampinɘ
Galo	Eighty one	aʧampinɘ-gola-aken	aʧampinɘ-gola-aken
Galo	Eighty two	aʧampinɘ-gola-ani	aʧampinɘ-gola-ani
Galo	Eighty three	aʧampinə-gola-auom	aʧampinə-gola-auom
Galo	Eighty four	aʧampinɘ-gola-api	aʧampinɘ-gola-api
Galo	Eighty five	aʧampinɘ-gola-aŋo	aʧampinɘ-gola-aŋo
Galo	Eighty six	aʧampinɘ-gola-akɘ	aʧampinɘ-gola-akɘ
Galo	Eighty seven	aʧampinɘ-gola-kanɘ	aʧampinɘ-gola-kanɘ
Galo	Eighty eight	aʧampinɘ-gola-pinɘ	aʧampinɘ-gola-pinɘ
Galo	Eighty nine	aʧampinɘ-gola-keŋə	aʧampinɘ-gola-keŋə
Galo	Ninety	aʧamkeŋə	aʧamkeŋə
Galo	Ninety one	aʧamkeŋə-gola-aken	aʧamkeŋə-gola-aken
Galo	Ninety two	aʧamkeŋə-gola-ani	aʧamkeŋə-gola-ani
Galo	Ninety three	aʧamkeŋə-gola-auom	aʧamkeŋə-gola-auom
Galo	Ninety four	aʧamkeŋə-gola-api	aʧamkeŋə-gola-api
Galo	Ninety five	aʧamkeŋə-gola-aŋo	aʧamkeŋə-gola-aŋo
Galo	Ninety six	aʧamkeŋə-gola-akɘ	aʧamkeŋə-gola-akɘ
Galo	Ninety seven	aʧamkeŋə-gola-kanɘ	aʧamkeŋə-gola-kanɘ
Galo	Ninety eight	aʧamkeŋə-gola-pinɘ	aʧamkeŋə-gola-pinɘ
Galo	Ninety nine	aʧamkeŋə-gola-keŋə	aʧamkeŋə-gola-keŋə
Galo	Hundred	ʧamɹɘ	ʧamɹɘ
Galo	Thousand	ʧamɹɘ ɘɹɘ	ʧamɹɘ ɘɹɘ
Galo	Lakh	lak	lak
Galo	One Million	-	-
Galo	Crore	kɹoɹ	kɹoɹ
Galo	Billion	-	-
Galo	One hundred	ʧamɹɘ	ʧamɹɘ
Galo	Two hundred	ʧamɹɘ-ani	ʧamɹɘ-ani
Galo	Three hundred	ʧamɹɘ-auom	ʧamɹɘ-auom
Galo	Four hundred	ʧamɹɘ-api	ʧamɹɘ-api
Galo	Five hundred	ʧamɹɘ-aŋo	ʧamɹɘ-aŋo
Galo	Six hundred	ʧamɹɘ-akɘ	ʧamɹɘ-akɘ
Galo	One thousand	ʧamɹɘ ɘɹɘ	ʧamɹɘ ɘɹɘ
Galo	Two thousand	ʧamɹɘ ɘɹɘ-ani	ʧamɹɘ ɘɹɘ-ani
Galo	Three thousand	ʧamɹɘ ɘɹɘ-auom	ʧamɹɘ ɘɹɘ-auom
Galo	Four thousand	ʧamɹɘ ɘɹɘ-api	ʧamɹɘ ɘɹɘ-api
Galo	Five thousand	ʧamɹɘ ɘɹɘ-aŋo	ʧamɹɘ ɘɹɘ-aŋo
Galo	Six thousand	ʧamɹɘ ɘɹɘ-akɘ	ʧamɹɘ ɘɹɘ-akɘ
Galo	One hundred twenty	ʧamɹɘ-gola-ʧami-gola-aken	ʧamɹɘ-gola-ʧami-gola-aken
Galo	One hundred eighty	ʧamɹɘ-gola-aʧampinɘ	ʧamɹɘ-gola-aʧampinɘ
Galo	Two hundred twenty one	ʧamɹɘ-ani-gola-ʧami-gola-aken	ʧamɹɘ-ani-gola-ʧami-gola-aken
Galo	Five hundred six	ʧamɹɘ-aŋo-gola-akɘ	ʧamɹɘ-aŋo-gola-akɘ
Galo	Three thousand forty eight	ʧamɹɘ ɘɹɘ-auom-gola-ʧampi-gola-pinɘ	ʧamɹɘ ɘɹɘ-auom-gola-ʧampi-gola-pinɘ
Galo	Six thousand nine hundred	ʧamɹɘ ɘɹɘ-akɘ-gola-ʧamɹɘ-keŋə	ʧamɹɘ ɘɹɘ-akɘ-gola-ʧamɹɘ-keŋə
Galo	Seven thousand four hundred twenty two	ʧamɹɘ ɘɹɘ-kanɘ-gola-ʧamɹɘ-api-gola-ʧami-gola-ani	ʧamɹɘ ɘɹɘ-kanɘ-gola-ʧamɹɘ-api-gola-ʧami-gola-ani
Galo	Six thousand eight	ʧamɹɘ ɘɹɘ-akɘ-gola-pinɘ	ʧamɹɘ ɘɹɘ-akɘ-gola-pinɘ
			
HawaNocte	One	wantʰe	wantʰe
HawaNocte	Two	wani	wani
HawaNocte	Three	wanɹəm	wanɹəm
HawaNocte	Four	wanpɘli	wanpɘli
HawaNocte	Five	wanpaŋa	wanpaŋa
HawaNocte	Six	wanɹok	wanɹok
HawaNocte	Seven	wanɪt	wanɪt
HawaNocte	Eight	wansɘt	wansɘt
HawaNocte	Nine	wankʰu	wankʰu
HawaNocte	Ten	wanʧi	wanʧi
HawaNocte	Eleven	aʧi-wantʰe	aʧi-wantʰe
HawaNocte	Twelve	aʧi-wani	aʧi-wani
HawaNocte	Thirteen	aʧi-wanɹem	aʧi-wanɹem
HawaNocte	Fourteen	aʧi-wanpɘli	aʧi-wanpɘli
HawaNocte	Fifteen	aʧi-wanpaŋa	aʧi-wanpaŋa
HawaNocte	Sixteen	aʧi-wanɹok	aʧi-wanɹok
HawaNocte	Seventeen	aʧi-wanɪt	aʧi-wanɪt
HawaNocte	Eighteen	aʧi-wansɘt	aʧi-wansɘt
HawaNocte	Nineteen	aʧi-wankʰu	aʧi-wankʰu
HawaNocte	Twenty	ɹokni	ɹokni
HawaNocte	Twenty One	ɹokni-wantʰe	ɹokni-wantʰe
HawaNocte	Twenty two	ɹokni-wani	ɹokni-wani
HawaNocte	Twenty three	ɹokni-wanɹəm	ɹokni-wanɹəm
HawaNocte	Twenty four	ɹokni-wanpɘli	ɹokni-wanpɘli
HawaNocte	Twenty five	ɹokni-wanpaŋa	ɹokni-wanpaŋa
HawaNocte	Twenty six	ɹokni-wanɹok	ɹokni-wanɹok
HawaNocte	Twenty seven	ɹokni-wanɪt	ɹokni-wanɪt
